Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Date,Time,Age_Category,Time_Status
2023-06-07 23:46:51-05:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,No,3,3,User-friendly website/app interface,Reducing packaging waste,07/06/2023,23:46:51,Young Adult (18-25),Night
2023-06-07 23:47:42-05:30,23,Female,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,3,3,Product recommendations,Reducing packaging waste,07/06/2023,23:47:42,Young Adult (18-25),Night
2023-06-07 23:48:37-05:30,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,No,3,2,Product recommendations,Customer service responsiveness,07/06/2023,23:48:37,Young Adult (18-25),Night
2023-06-07 23:50:00-05:30,21,Female,Once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,No,2,No,2,4,Competitive prices,Customer service responsiveness,07/06/2023,23:50:00,Young Adult (18-25),Night
2023-06-07 23:50:53-05:30,21,Female,Once a week,Clothing and Fashion,No,Few times a week,,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,4,Yes,2,1,Product recommendations,Customer service responsiveness,07/06/2023,23:50:53,Young Adult (18-25),Night
2023-06-07 23:58:35-05:30,34,Female,Once a week,Beauty and Personal Care,No,Few times a week,,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,3,2,Competitive prices,Customer service responsiveness,07/06/2023,23:58:35,Adult (26-40),Night
2023-06-07 23:59:14-05:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,1,Product recommendations,Customer service responsiveness,07/06/2023,23:59:14,Young Adult (18-25),Night
2023-06-07 23:59:53-05:30,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,No,3,2,Product recommendations,Reducing packaging waste,07/06/2023,23:59:53,Young Adult (18-25),Night
2023-06-08 00:00:43-05:30,23,Prefer not to say,Few times a month,Clothing and Fashion,No,Few times a month,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,3,1,Competitive prices,Customer service responsiveness,08/06/2023,00:00:43,Young Adult (18-25),Night
2023-06-08 00:01:23-05:30,27,Female,Once a week,Beauty and Personal Care,No,Few times a month,,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,No,2,1,Wide product selection,Customer service responsiveness,08/06/2023,00:01:23,Adult (26-40),Night
2023-06-08 00:47:13-05:30,23,Female,Less than once a month,others,No,Rarely,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy,08/06/2023,00:47:13,Young Adult (18-25),Night
2023-06-08 01:50:23-05:30,47,Female,Less than once a month,Clothing and Fashion,No,Rarely,,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Heavily,Yes,5,Sometimes,3,2,Product recommendations,Product quality and accuracy,08/06/2023,01:50:23,Middle-Aged Adult (41-60),Night
2023-06-08 02:11:53-05:30,54,Male,Less than once a month,others,No,Rarely,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Heavily,Yes,1,Yes,3,3,Wide product selection,Product quality and accuracy,08/06/2023,02:11:53,Middle-Aged Adult (41-60),Night
2023-06-08 02:46:59-05:30,46,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a month,,Multiple pages,4,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,3,No,3,3,User-friendly website/app interface,Reducing packaging waste,08/06/2023,02:46:59,Middle-Aged Adult (41-60),Night
2023-06-08 02:47:50-05:30,38,Female,Once a month,others,No,Few times a week,,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Yes,3,No,1,3,Competitive prices,Customer service responsiveness,08/06/2023,02:47:50,Adult (26-40),Night
2023-06-08 02:48:29-05:30,45,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,No,1,No,2,2,Product recommendations,Reducing packaging waste,08/06/2023,02:48:29,Middle-Aged Adult (41-60),Night
2023-06-08 02:48:55-05:30,34,Male,Once a week,Clothing and Fashion,Yes,Few times a week,,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,4,No,3,2,Product recommendations,Reducing packaging waste,08/06/2023,02:48:55,Adult (26-40),Night
2023-06-08 02:49:32-05:30,44,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,5,Sometimes,4,3,Competitive prices,Customer service responsiveness,08/06/2023,02:49:32,Middle-Aged Adult (41-60),Night
2023-06-08 02:51:10-05:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,2,No,3,3,Competitive prices,Customer service responsiveness,08/06/2023,02:51:10,Young Adult (18-25),Night
2023-06-08 02:51:50-05:30,32,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,,First page,3,No,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,4,No,4,5,Product recommendations,Customer service responsiveness,08/06/2023,02:51:50,Adult (26-40),Night
2023-06-08 02:52:24-05:30,23,Female,Once a week,Beauty and Personal Care,Yes,Multiple times a day,,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Occasionally,Yes,2,No,4,3,Product recommendations,Product quality and accuracy,08/06/2023,02:52:24,Young Adult (18-25),Night
2023-06-08 02:53:39-05:30,23,Female,Few times a month,Clothing and Fashion,No,Few times a week,,First page,2,Maybe,Always,Found a better price elsewhere,Often,Yes,Rarely,No,2,No,3,2,Product recommendations,Customer service responsiveness,08/06/2023,02:53:39,Young Adult (18-25),Night
2023-06-08 02:53:41-05:30,23,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy,08/06/2023,02:53:41,Young Adult (18-25),Night
2023-06-08 03:05:08-05:30,19,Female,Few times a month,Clothing and Fashion,No,Few times a week,,Multiple pages,2,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Yes,4,Yes,2,2,User-friendly website/app interface,Customer service responsiveness,08/06/2023,03:05:08,Young Adult (18-25),Night
2023-06-08 03:05:23-05:30,23,Female,Less than once a month,Beauty and Personal Care;others,No,Few times a month,,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,Yes,5,No,4,1,Wide product selection,Shipping speed and reliability,08/06/2023,03:05:23,Young Adult (18-25),Night
2023-06-08 03:23:52-05:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,2,Yes,3,3,Product recommendations,Customer service responsiveness,08/06/2023,03:23:52,Young Adult (18-25),Night
2023-06-08 03:24:24-05:30,34,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,3,No,3,3,Product recommendations,Customer service responsiveness,08/06/2023,03:24:24,Adult (26-40),Night
2023-06-08 03:24:56-05:30,34,Female,Once a week,Clothing and Fashion,No,Few times a week,,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,3,No,2,4,Product recommendations,Reducing packaging waste,08/06/2023,03:24:56,Adult (26-40),Night
2023-06-08 03:37:42-05:30,34,Female,Once a month,Home and Kitchen;others,No,Few times a week,,Multiple pages,4,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,No,4,4,Wide product selection,Product quality and accuracy,08/06/2023,03:37:42,Adult (26-40),Night
2023-06-08 03:39:17-05:30,23,Prefer not to say,Few times a month,Beauty and Personal Care,No,Few times a week,,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Occasionally,No,2,Yes,2,3,Wide product selection,Customer service responsiveness,08/06/2023,03:39:17,Young Adult (18-25),Night
2023-06-08 03:39:54-05:30,45,Female,Once a week,Clothing and Fashion,Sometimes,Rarely,,Multiple pages,2,Maybe,Always,High shipping costs,Rarely,Yes,Moderately,No,3,Sometimes,2,3,Competitive prices,Customer service responsiveness,08/06/2023,03:39:54,Middle-Aged Adult (41-60),Night
2023-06-08 03:40:26-05:30,23,Female,Once a week,Groceries and Gourmet Food,Yes,Few times a week,,First page,3,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,No,2,1,Competitive prices,Shipping speed and reliability,08/06/2023,03:40:26,Young Adult (18-25),Night
2023-06-08 03:40:58-05:30,34,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,08/06/2023,03:40:58,Adult (26-40),Night
2023-06-08 03:41:28-05:30,37,Female,Once a week,Beauty and Personal Care,No,Few times a week,,First page,2,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,3,No,3,3,Product recommendations,Reducing packaging waste,08/06/2023,03:41:28,Adult (26-40),Night
2023-06-08 03:46:22-05:30,34,Female,Once a week,Clothing and Fashion,No,Few times a week,,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,No,3,2,Competitive prices,Customer service responsiveness,08/06/2023,03:46:22,Adult (26-40),Night
2023-06-08 03:46:54-05:30,23,Others,Once a month,Groceries and Gourmet Food,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,08/06/2023,03:46:54,Young Adult (18-25),Night
2023-06-08 03:47:40-05:30,45,Female,Once a week,others,No,Rarely,,Multiple pages,2,No,Sometimes,others,Often,No,Occasionally,No,3,No,3,3,User-friendly website/app interface,Reducing packaging waste,08/06/2023,03:47:40,Middle-Aged Adult (41-60),Night
2023-06-08 03:50:09-05:30,26,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Never,Yes,3,Yes,1,3,Wide product selection,User interface ,08/06/2023,03:50:09,Adult (26-40),Night
2023-06-08 03:51:00-05:30,34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,4,Competitive prices,Customer service responsiveness,08/06/2023,03:51:00,Adult (26-40),Night
2023-06-08 04:05:06-05:30,21,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,No,3,No,3,5,Product recommendations,Product quality and accuracy,08/06/2023,04:05:06,Young Adult (18-25),Night
2023-06-08 04:08:51-05:30,23,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,4,Sometimes,3,3,Product recommendations,Customer service responsiveness,08/06/2023,04:08:51,Young Adult (18-25),Night
2023-06-08 04:09:21-05:30,41,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,3,Yes,3,4,Wide product selection,Irrelevant product suggestions,08/06/2023,04:09:21,Middle-Aged Adult (41-60),Night
2023-06-08 04:10:10-05:30,32,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,3,Competitive prices,Customer service responsiveness,08/06/2023,04:10:10,Adult (26-40),Night
2023-06-08 04:11:10-05:30,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,Sometimes,3,3,Competitive prices,Shipping speed and reliability,08/06/2023,04:11:10,Young Adult (18-25),Night
2023-06-08 04:12:24-05:30,22,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy,08/06/2023,04:12:24,Young Adult (18-25),Night
2023-06-08 04:14:42-05:30,48,Female,Multiple times a week,Clothing and Fashion,Yes,Rarely,,First page,4,No,Rarely,High shipping costs,Rarely,No,Moderately,No,1,Sometimes,2,2,Wide product selection,Shipping speed and reliability,08/06/2023,04:14:42,Middle-Aged Adult (41-60),Night
2023-06-08 04:28:04-05:30,32,Male,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,08/06/2023,04:28:04,Adult (26-40),Night
2023-06-08 04:29:06-05:30,28,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste,08/06/2023,04:29:06,Adult (26-40),Night
2023-06-08 04:30:15-05:30,23,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,08/06/2023,04:30:15,Young Adult (18-25),Night
2023-06-08 04:31:42-05:30,23,Female,Few times a month,Beauty and Personal Care,No,Few times a week,,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,08/06/2023,04:31:42,Young Adult (18-25),Night
2023-06-08 04:32:45-05:30,26,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,4,Sometimes,3,3,Competitive prices,Reducing packaging waste,08/06/2023,04:32:45,Adult (26-40),Night
2023-06-08 04:33:50-05:30,34,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,4,Sometimes,3,3,User-friendly website/app interface,Reducing packaging waste,08/06/2023,04:33:50,Adult (26-40),Night
2023-06-08 04:35:19-05:30,23,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,08/06/2023,04:35:19,Young Adult (18-25),Night
2023-06-08 04:36:40-05:30,22,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,08/06/2023,04:36:40,Young Adult (18-25),Night
2023-06-08 04:37:55-05:30,32,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste,08/06/2023,04:37:55,Adult (26-40),Night
2023-06-08 04:38:52-05:30,47,Female,Once a month,Clothing and Fashion,No,Multiple times a day,,Multiple pages,2,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Yes,3,Sometimes,2,3,User-friendly website/app interface,Shipping speed and reliability,08/06/2023,04:38:52,Middle-Aged Adult (41-60),Night
2023-06-08 04:40:09-05:30,22,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,08/06/2023,04:40:09,Young Adult (18-25),Night
2023-06-08 08:53:21-05:30,47,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,Yes,2,2,Competitive prices,Product quality and accuracy,08/06/2023,08:53:21,Middle-Aged Adult (41-60),Morning
